Time Stamp;available_memory_MB;app_pss_MB;battery_level_percentage;battery_temperature_celcius;battery_current_now_milliamps;sensor_temperature_celcius;power_current;power_level_state;power_voltage;power_wattage;cpu_level;gpu_level;cpu_frequency_MHz;gpu_frequency_MHz;mem_frequency_MHz;minimum_vsyncs;extra_latency_mode;phase_sync_mode;average_frame_rate;display_refresh_rate;average_prediction_milliseconds;screen_tear_count;early_frame_count;stale_frame_count;maximum_rotational_speed_degrees_per_second;foveation_level;eye_buffer_width;eye_buffer_height;app_gpu_time_microseconds;timewarp_gpu_time_microseconds;guardian_gpu_time_microseconds;cpu_utilization_percentage;cpu_utilization_percentage_core0;cpu_utilization_percentage_core1;cpu_utilization_percentage_core2;cpu_utilization_percentage_core3;cpu_utilization_percentage_core4;cpu_utilization_percentage_core5;cpu_utilization_percentage_core6;cpu_utilization_percentage_core7;gpu_utilization_percentage;spacewarp_motion_vector_type;spacewarped_frames_per_second;app_vss_MB;app_rss_MB;app_dalvik_pss_MB;app_private_dirty_MB;app_private_clean_MB;app_uss_MB;stale_frames_consecutive;max_repeated_frames;avg_vertices_per_frame;avg_fill_percentage;avg_inst_per_frag;avg_inst_per_vert;avg_frag_inst_per_pixel;avg_vert_inst_per_pixel;avg_textures_per_frag;percent_time_shading_frags;percent_time_shading_verts;percent_time_compute;percent_vertex_fetch_stall;percent_texture_fetch_stall;percent_texture_l1_miss;percent_texture_l2_miss;percent_texture_nearest_filtered;percent_texture_linear_filtered;percent_texture_anisotropic_filtered;vrshell_average_frame_rate;vrshell_gpu_time_microseconds;vrshell_and_guardian_gpu_time_microseconds;render_scale;dynres_recommendation_percentage;dynres_recommendation_width;dynres_recommendation_height
141011;578;2918;36;40;9999;0;1185;0;3667;4345;5;4;1478;525;2000;1;0;1;33;72;54;0;0;45;0;0;2304;2536;20681;1845;0;22;62;67;63;68;19;19;22;19;91;0;0;15978;2994;0;2849;53;2903;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
142012;578;2918;36;40;9999;0;1197;0;3675;4398;5;4;1478;525;2000;1;0;1;34;72;56;0;0;36;0;0;2304;2536;20808;1837;0;19;55;52;53;53;13;19;17;17;91;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
143011;578;2918;36;40;9999;0;1204;0;3673;4422;5;4;1478;525;2000;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21159;1873;0;20;45;45;42;42;16;16;20;16;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
144012;578;2918;36;40;9999;0;1260;0;3673;4627;5;4;1478;525;2000;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21082;1830;0;21;55;55;55;56;15;20;21;18;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
145012;578;2918;36;40;9999;0;1231;0;3673;4521;5;4;1478;525;2000;1;0;1;36;72;57;0;0;36;0;0;2304;2536;20968;1843;0;19;57;54;56;52;16;19;16;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
146012;578;2918;36;40;9999;0;1228;0;3673;4510;5;4;1478;525;1555;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21083;1848;0;20;43;43;47;52;14;20;19;18;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
147012;578;2918;36;40;9999;0;1159;0;3673;4257;5;4;1478;525;1555;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21023;1828;0;19;39;39;43;39;19;18;16;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
148012;578;2918;36;40;9999;0;1169;0;3673;4293;5;4;1478;525;1555;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21067;1834;0;18;40;37;42;40;16;17;18;18;89;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
149012;578;2918;36;40;9999;0;1121;0;3673;4117;5;4;1478;525;1555;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21010;1836;0;19;40;35;42;37;14;19;17;15;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
150012;578;2918;36;40;9999;0;1172;0;3673;4304;5;4;1478;525;1555;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21132;1837;0;19;38;34;39;43;19;16;17;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
151012;578;2918;36;40;9999;0;1184;0;3676;4352;5;4;1478;525;1555;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21064;1841;0;18;44;42;45;51;18;17;17;15;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
152012;578;2918;36;40;9999;0;1143;0;3676;4201;5;4;1478;525;1555;1;0;1;36;72;56;0;0;36;0;0;2304;2536;20993;1828;0;21;43;39;38;37;20;14;21;20;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
153012;578;2918;36;40;9999;0;1234;0;3676;4536;5;4;1478;525;1555;1;0;1;36;72;56;0;0;35;0;0;2304;2536;22369;1768;0;19;37;35;35;42;19;17;19;14;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
154012;578;2918;36;40;9999;0;1234;0;3676;4536;5;4;1478;525;1555;1;0;1;34;72;57;0;6;43;0;0;2304;2536;23598;1940;0;19;40;37;43;37;17;15;19;17;95;0;0;15978;2994;0;2849;53;2903;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
155013;578;2918;36;40;9999;0;1177;0;3676;4326;5;4;1478;525;1555;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21295;1860;0;19;42;38;40;38;19;18;15;18;94;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
156012;578;2918;36;40;9999;0;1144;0;3676;4205;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21095;1850;0;20;44;43;45;43;19;12;20;15;91;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
157012;578;2918;36;40;9999;0;1148;0;3676;4220;5;4;1478;525;1804;1;0;1;36;72;57;0;0;36;0;0;2304;2536;21043;1835;0;20;38;36;37;42;14;15;20;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
158012;578;2918;36;40;9999;0;1141;0;3676;4194;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21035;1853;0;16;37;37;41;36;16;15;16;15;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
159067;644;2918;36;40;9999;0;1134;0;3677;4169;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;20955;1851;0;18;41;39;40;39;16;18;15;18;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
160012;644;2918;36;40;9999;0;1179;0;3677;4335;5;4;1478;525;1804;1;0;1;36;72;55;0;0;36;0;0;2304;2536;20954;1841;0;19;39;37;40;43;17;19;16;17;89;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
161013;644;2918;36;40;9999;0;1140;0;3677;4191;5;4;1478;525;1804;1;0;1;36;72;55;0;0;36;0;0;2304;2536;21028;1857;0;19;44;45;41;49;18;18;19;18;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
162013;644;2918;36;40;9999;0;1157;0;3676;4253;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21048;1837;0;18;37;35;39;40;15;16;18;16;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
163013;644;2918;36;40;9999;0;1221;0;3676;4488;5;4;1478;525;1804;1;0;1;36;72;55;0;0;36;0;0;2304;2536;21101;1840;0;20;39;37;38;39;20;17;19;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
164013;644;2918;36;40;9999;0;1176;0;3676;4322;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21113;1838;0;18;35;35;41;39;18;18;14;16;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
165013;644;2918;36;40;9999;0;1163;0;3676;4275;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21132;1844;0;17;36;37;35;43;17;16;17;16;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
166013;644;2918;36;40;9999;0;1146;0;3676;4212;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21147;1846;0;21;38;34;37;42;16;21;18;19;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
167013;644;2918;36;40;9999;0;1153;0;3676;4238;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21113;1837;0;18;36;35;34;43;15;18;17;15;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
168013;644;2918;36;40;9999;0;1179;0;3676;4334;5;4;1478;525;1804;1;0;1;36;72;55;0;0;36;0;0;2304;2536;21221;1856;0;19;38;39;41;38;18;19;16;18;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
169013;644;2918;36;40;9999;0;1155;0;3676;4245;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21098;1849;0;21;41;37;36;41;19;21;17;18;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
170013;644;2918;36;40;9999;0;1253;0;3676;4606;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21009;1844;0;20;37;35;36;41;15;20;19;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
171013;644;2918;36;40;9999;0;1245;0;3676;4576;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21083;1844;0;22;52;56;55;55;18;19;22;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
172013;644;2918;36;40;9999;0;1236;0;3670;4536;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21024;1843;0;18;36;36;41;41;16;17;18;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
173014;644;2918;36;40;9999;0;1185;0;3670;4348;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21006;1846;0;19;39;34;42;38;12;16;19;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
174014;644;2918;36;40;9999;0;1157;0;3670;4246;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21067;1854;0;20;40;38;34;42;13;20;16;18;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
175015;644;2918;36;40;9999;0;1232;0;3671;4522;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21008;1841;0;18;37;42;42;35;18;17;17;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
176014;644;2918;35;40;9999;0;1277;0;3671;4687;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21210;1876;0;17;40;39;41;42;17;17;15;18;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
177014;644;2918;35;40;9999;0;1165;0;3671;4276;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21153;1843;0;20;43;44;49;48;18;20;19;23;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
178014;644;2918;35;40;9999;0;1157;0;3671;4247;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21050;1849;0;19;37;40;38;40;16;19;17;17;90;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
179069;662;2918;35;40;9999;0;1243;0;3671;4563;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21058;1842;0;17;41;38;41;43;16;16;17;15;90;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
180014;662;2918;35;40;9999;0;1243;0;3671;4563;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21186;1855;0;18;43;44;41;40;15;18;18;16;90;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
181014;662;2918;35;40;9999;0;1212;0;3671;4449;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21061;1833;0;22;47;48;48;51;18;15;22;17;90;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
182014;662;2918;35;40;9999;0;1189;0;3672;4366;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21095;1838;0;21;43;40;42;45;15;16;21;16;90;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
183014;662;2918;35;40;9999;0;1231;0;3672;4520;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21220;1833;0;19;39;43;42;44;16;15;19;17;90;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
184014;662;2918;35;40;9999;0;1250;0;3668;4585;5;4;1478;525;1804;1;0;1;36;72;56;0;0;36;0;0;2304;2536;21257;1792;0;18;43;42;40;44;18;15;18;17;91;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
185014;662;2918;35;40;9999;0;1238;0;3668;4540;5;4;1478;525;1804;1;0;1;37;72;55;0;0;36;0;0;2304;2536;21220;1853;0;18;43;41;43;46;16;18;18;15;91;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
186014;662;2918;35;40;9999;0;1205;0;3668;4419;5;4;1478;525;1555;1;0;1;36;72;56;0;0;36;0;0;2304;2536;24924;1877;0;20;42;39;37;39;20;15;17;17;93;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
187014;662;2918;35;40;9999;0;1364;0;3668;5003;5;4;1478;525;1555;1;0;1;34;72;55;0;9;48;0;0;2304;2536;21965;1798;0;23;49;48;50;50;18;15;23;16;90;0;0;15978;2995;0;2849;54;2903;19;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
188014;662;2918;35;40;9999;0;1315;0;3668;4823;5;4;1478;525;1555;1;0;1;33;72;60;0;0;36;0;0;2304;2536;23131;1917;0;22;64;65;70;73;22;17;19;19;94;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
189014;662;2918;35;40;9999;0;1301;0;3668;4772;5;4;1478;525;1555;1;0;1;36;72;55;0;0;36;0;0;2304;2536;22465;1781;0;22;63;66;68;68;17;16;22;17;95;0;0;15978;2995;0;2849;54;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
190014;662;2918;35;40;9999;0;1174;0;3668;4306;5;4;1478;525;1555;1;0;1;34;72;55;0;0;43;0;0;2304;2536;19076;2195;743;17;64;67;64;71;16;14;17;18;93;0;0;15978;2995;0;2849;54;2903;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;743;160;0;0;0
191014;662;2918;35;40;9999;0;1000;0;3674;3674;5;4;1478;525;1555;1;0;1;36;72;56;0;0;41;0;0;2304;2536;30950;2190;691;18;58;56;59;58;17;16;18;18;93;0;0;15978;2995;0;2849;54;2903;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691;160;0;0;0
192014;662;2918;35;40;9999;0;1010;0;3687;3723;5;4;1478;525;1555;1;0;1;25;72;62;0;0;70;0;0;2304;2536;65535;2123;574;17;57;60;62;60;14;14;17;17;96;0;0;15978;2995;0;2849;54;2903;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;574;160;0;0;0
193014;662;2918;35;40;9999;0;1037;0;3687;3823;5;4;1478;525;1555;1;0;1;14;72;89;0;0;72;0;0;2304;2536;65535;2125;612;18;59;58;60;64;10;17;18;15;98;0;0;15978;2995;0;2849;54;2903;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;612;160;0;0;0
194015;662;2918;35;40;9999;0;1164;0;3687;4291;5;4;1478;525;1555;1;0;1;11;72;87;0;0;72;0;0;2304;2536;65535;1639;0;17;57;64;63;63;17;15;17;14;99;0;0;15978;2995;0;2849;54;2903;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
195014;662;2918;35;40;9999;0;1159;0;3687;4273;5;4;1478;525;1555;1;0;1;10;72;51;0;0;72;0;0;2304;2536;65535;2120;0;40;95;96;97;98;37;40;39;31;99;0;0;15978;2995;0;2849;54;2903;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
196014;662;2918;35;40;9999;0;993;0;3687;3661;5;4;1478;525;2000;1;0;1;10;72;50;0;0;72;0;0;2304;2536;65535;2081;0;24;55;59;69;65;22;20;24;20;99;0;0;15978;2995;0;2849;54;2903;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
197014;662;2918;35;40;9999;0;929;0;3687;3425;5;4;1478;525;2000;1;0;1;11;72;66;0;0;72;0;0;2304;2536;65535;2090;0;25;55;55;59;60;23;25;21;27;99;0;0;15978;2995;0;2849;54;2903;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
198014;662;2918;35;40;9999;0;1167;0;3675;4288;5;4;1478;525;2000;1;0;1;10;72;74;0;0;72;0;0;2304;2536;65535;2150;0;18;50;48;51;50;18;17;15;24;99;0;0;15978;2995;0;2849;54;2903;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
199063;512;2921;35;40;9999;0;978;0;3675;3594;5;4;1478;525;2000;1;0;1;10;72;35;0;0;72;0;0;2304;2536;65535;3116;0;26;56;59;57;65;24;25;26;25;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
200015;512;2921;35;40;9999;0;973;0;3687;3587;5;4;1478;525;2000;1;0;1;10;72;40;1;0;72;0;0;2304;2536;65535;3610;0;23;73;74;79;85;20;21;23;21;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
201014;512;2921;35;40;9999;0;988;0;3687;3642;5;4;1478;525;2000;1;0;1;11;72;39;0;0;72;0;0;2304;2536;65535;4197;0;16;60;60;60;64;15;16;15;26;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
202014;512;2921;35;40;9999;0;966;0;3686;3560;5;4;1478;525;2000;1;0;1;11;72;46;0;0;72;0;0;2304;2536;65535;3754;0;16;47;45;52;52;16;13;12;23;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
203015;512;2921;35;40;9999;0;1003;0;3686;3697;5;4;1478;525;2000;1;0;1;11;72;44;0;0;72;0;0;2304;2536;65535;3905;0;16;42;40;40;39;14;12;16;23;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
204015;512;2921;35;40;9999;0;963;0;3686;3549;5;4;1478;525;2000;1;0;1;11;72;44;0;0;72;0;0;2304;2536;65535;3897;0;16;45;50;54;52;12;15;16;19;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
205015;512;2921;35;40;9999;0;927;0;3686;3416;5;4;1478;525;2000;1;0;1;11;72;38;0;0;72;0;0;2304;2536;65535;3889;0;14;32;35;31;31;13;14;13;19;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
206015;512;2921;35;40;9999;0;857;0;3686;3158;5;4;1478;525;2000;1;0;1;10;72;48;0;0;72;0;0;2304;2536;53171;3888;0;16;33;32;32;29;14;11;16;18;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
207015;512;2921;35;40;9999;0;861;0;3686;3173;5;4;1478;525;2000;1;0;1;10;72;55;0;0;72;0;0;2304;2536;65535;3913;0;17;36;31;28;35;14;17;13;18;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
208015;512;2921;35;40;9999;0;830;0;3697;3068;5;4;1478;525;2000;1;0;1;10;72;54;0;0;72;0;0;2304;2536;65535;3897;0;14;32;35;30;36;14;14;13;19;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
209015;512;2921;35;40;9999;0;872;0;3697;3223;5;4;1478;525;2000;1;0;1;10;72;63;0;0;72;0;0;2304;2536;65535;3878;0;13;32;31;33;36;11;12;13;19;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
210015;512;2921;35;40;9999;0;947;0;3697;3501;5;4;1478;525;2000;1;0;1;10;72;55;0;0;72;0;0;2304;2536;65535;3877;0;17;36;29;32;39;15;17;14;18;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
211015;512;2921;35;40;9999;0;948;0;3697;3504;5;4;1478;525;2000;1;0;1;10;72;39;0;0;72;0;0;2304;2536;65535;3912;0;17;48;48;51;51;17;16;15;20;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
212015;512;2921;35;40;9999;0;1012;0;3692;3736;5;4;1478;525;2000;1;0;1;10;72;40;0;0;72;0;0;2304;2536;65535;3889;0;19;39;39;41;42;15;16;19;19;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
213015;512;2921;35;40;9999;0;1009;0;3692;3725;5;4;1478;525;2000;1;0;1;10;72;48;0;0;72;0;0;2304;2536;65535;3904;0;17;44;48;50;56;17;12;13;22;99;0;0;15978;3001;0;2851;54;2905;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
